hostname,pl_name,ra,dec,st_rad,st_teff,st_mass
Kepler-1248,Kepler-1248 b,288.0592191,51.3544564,1.21,6149.0,1.21
KMT-2019-BLG-1216L,KMT-2019-BLG-1216L b,268.480625,-35.1366389,,,0.39
OGLE-2015-BLG-0954L,OGLE-2015-BLG-0954L b,270.184333,-28.6608889,,,0.3
KMT-2024-BLG-0404L,KMT-2024-BLG-0404L c,271.1470833,-27.9535,,,0.09
KMT-2022-BLG-2286L,KMT-2022-BLG-2286L b,269.16525,-28.8549194,,,0.2
KMT-2020-BLG-0414L,KMT-2020-BLG-0414L c,271.915,-28.4852222,,,0.49
KMT-2019-BLG-0578L,KMT-2019-BLG-0578L b,269.4846667,-27.7948611,,,0.28
K2-65,K2-65 b,333.2125206,-10.9261373,0.84,5213.0,0.87
OGLE-2018-BLG-1367L,OGLE-2018-BLG-1367L b,269.755625,-29.1683611,,,0.28
M62H,M62H b,255.3074504,-30.1069833,,,1.4
CWISEP J193518.59-154620.3,CWISEP J193518.59-154620.3 b,293.8262172,-15.7725727,,,0.024
KMT-2023-BLG-1896L,KMT-2023-BLG-1896L b,271.03175,-26.9589194,,,0.72
TOI-2267 B,TOI-2267 d,65.0615,84.900825,0.13,3022.0,0.0989
KMT-2016-BLG-2142L,KMT-2016-BLG-2142L b,268.112,-29.3845615,,,0.073
KMT-2021-BLG-0119L,KMT-2021-BLG-0119L b,274.0005417,-29.7438889,,,0.56
KMT-2022-BLG-1790L,KMT-2022-BLG-1790L b,271.05625,-27.03475,,,0.58
OGLE-2019-BLG-0299L,OGLE-2019-BLG-0299L b,266.6794583,-23.5843111,,,0.59
TOI-2416,TOI-2416 b,57.3389409,-60.7871861,1.236,5808.0,1.118
OGLE-2013-BLG-1721L,OGLE-2013-BLG-1721L b,268.126556,-30.2926941,,,0.46
CFBDSIR J145829+101343,CFBDSIR J145829+101343 b,224.6208333,10.2286111,,580.5,0.021
OGLE-2018-BLG-0932L,OGLE-2018-BLG-0932L b,268.3512083,-29.0218056,,,0.72
Kepler-405,Kepler-405 b,291.4094615,38.3400107,0.893,5818.0,0.873
Kepler-636,Kepler-636 b,293.5920614,41.0950891,0.8,5203.0,0.85
OGLE-2003-BLG-235L,OGLE-2003-BLG-235L b,271.318125,-28.895,,,0.63
Kepler-565,Kepler-565 b,283.6180825,47.1967793,0.95,5735.0,0.98
Kepler-132,Kepler-132 e,283.23581,41.343037,1.1,6023.0,1.03
GJ 411,HD 95735 c,165.834471,35.972317,0.3685,3719.0,0.3899
WISEP J121756.91+162640.2 A,WISEP J121756.91+162640.2 A b,184.487125,16.4445,0.091,575.0,0.029
KMT-2017-BLG-1057L,KMT-2017-BLG-1057L b,265.486,-22.3351111,,,0.57
MOA-2008-BLG-379L,MOA-2008-BLG-379L b,269.706,-30.1969306,,,0.56
KOI-984,KOI-984 c,291.0489438,36.8400772,0.818,5295.0,0.928
alf Tau,alf Tau b,68.980174,16.509201,45.1,4055.0,1.13
OGLE-2018-BLG-0506L,OGLE-2018-BLG-0506L b,267.6298333,-31.9240556,,,0.63
Kepler-138,Kepler-138 e,290.3814122,43.2930645,0.535,3841.0,0.535
OGLE-2018-BLG-0383L,OGLE-2018-BLG-0383L b,268.68075,-28.7392778,,,0.1
KMT-2021-BLG-0171L,KMT-2021-BLG-0171L b,269.2416667,-30.0930556,,5200.0,0.78
KMT-2017-BLG-0165L,KMT-2017-BLG-0165L b,269.6496667,-28.1336694,,,0.76
OGLE-2019-BLG-1053L,OGLE-2019-BLG-1053L b,270.166375,-27.3415833,,,0.61
Kepler-1639,Kepler-1639 b,283.068651,48.8021209,1.18,6150.0,1.12
Kepler-1493,Kepler-1493 b,288.5493683,38.5651973,1.29,5863.0,1.06
OGLE-2018-BLG-0677L,OGLE-2018-BLG-0677L b,268.751125,-32.0165306,,,0.12
KMT-2016-BLG-2397L,KMT-2016-BLG-2397L b,266.212542,-23.2013806,,,0.64
HIP 86221,HIP 86221 b,264.294875,27.896391,,,0.79
KMT-2019-BLG-1806L,KMT-2019-BLG-1806L b,270.5375417,-29.4148889,,,0.74
OGLE-2017-BLG-1140L,OGLE-2017-BLG-1140L b,266.883057,-24.5226669,,,0.211
OGLE-2019-BLG-0362L,OGLE-2019-BLG-0362L b,263.46525,-24.8103611,,,0.42
Kepler-799,Kepler-799 c,287.1748966,44.8784754,1.593,5588.0,1.031
KMT-2023-BLG-1431L,KMT-2023-BLG-1431L b,271.1835417,-29.7439194,,,0.57
OGLE-2016-BLG-1266L,OGLE-2016-BLG-1266L b,267.8535833,-29.74225,,,0.015
nu Oct A,nu Oct A b,325.3702792,-77.3910853,5.04,4910.0,1.57
KMT-2016-BLG-2321L,KMT-2016-BLG-2321L b,264.0579167,-25.5248806,,,0.73
KMT-2021-BLG-2478L,KMT-2021-BLG-2478L b,269.3092083,-29.1019694,,,0.2
MOA-2011-BLG-262L,MOA-2011-BLG-262L b,270.097833,-31.2452583,,,0.11
Kepler-588,Kepler-588 b,284.2572531,47.6889081,1.0,5835.0,1.01
TOI-6954,TOI-6954 b,168.3240591,-2.7877643,0.947112,5170.87,0.834
TIC 260969020,TIC 260969020 b,74.9407148,-79.5859489,0.68988,4572.94,0.75
TOI-5218,TOI-5218 b,292.6634642,71.7629612,0.708,4230.0,0.739
HD 9174,HD 9174 b,22.5043352,-19.6052945,1.67,5577.0,1.03
Kepler-1541,Kepler-1541 b,283.7870875,48.0296019,0.81,5282.0,0.86
Kepler-169,Kepler-169 e,285.9999204,40.9193822,0.763,4997.0,0.825
Kepler-1844,Kepler-1844 b,292.6903973,37.9345682,0.849,5776.0,0.939
TOI-481,TOI-481 b,110.5126861,-57.384998,1.66,5735.0,1.14
KMT-2017-BLG-2331L,KMT-2017-BLG-2331L b,264.4072083,-29.4612111,,,0.4
Kepler-1311,Kepler-1311 d,289.6512597,43.8244445,1.674,5616.0,1.032
2MASS J12073346-3932539,2MASS J12073346-3932539 b,181.8890906,-39.5484399,0.21887,2825.0,0.188001
Kepler-1669,Kepler-1669 b,297.4303826,39.8478795,0.714145,4303.0,0.67
Kepler-537,Kepler-537 b,289.8805804,51.2769907,0.99,5763.0,1.07
TOI-2285,TOI-2285 b,332.5632644,58.7060934,0.464,3491.0,0.454
BD+45 564,BD+45 564 b,32.9470485,45.9242187,0.813064,5004.0,0.81
K2-170,K2-170 b,335.4506923,-14.5933554,0.981614,5748.0,0.963657
Kepler-1069,Kepler-1069 b,290.9792378,47.9889097,0.98,5722.0,0.99
Kepler-558,Kepler-558 b,284.6579709,42.6526751,0.81,5242.0,0.85
Kepler-315,Kepler-315 c,298.0230967,43.3634761,1.037,5796.0,0.831
Kepler-997,Kepler-997 b,289.2333767,49.9388952,1.56,6150.0,1.22
HD 215152,HD 215152 b,340.8380941,-6.4020685,0.73,4935.0,0.77
Kepler-635,Kepler-635 b,289.7732613,40.8007019,1.51,6174.0,1.33
OGLE-2018-BLG-0532L,OGLE-2018-BLG-0532L b,269.9834167,-28.99775,,,0.195
Kepler-575,Kepler-575 b,286.9638856,37.8296147,0.95,5710.0,0.97
Kepler-1848,Kepler-1848 b,299.3814921,45.5920846,0.737,4847.0,0.756
Kepler-80,Kepler-80 b,296.1125759,39.9787451,0.678,4540.0,0.73
Kepler-748,Kepler-748 b,292.2628779,37.2369732,1.1,5934.0,1.07
K2-266,K2-266 b,157.9356855,0.9372782,0.703,4285.0,0.686
Kepler-1268,Kepler-1268 b,287.838419,43.1531776,1.09,5904.0,1.06
Kepler-1525,Kepler-1525 b,290.5594479,49.9428629,1.04,5748.0,1.07
GJ 163,GJ 163 b,62.3228353,-53.3711768,0.409738,3500.0,0.4
HAT-P-21,HAT-P-21 b,171.2749348,41.0280207,1.21,5588.0,1.24
TOI-1272,TOI-1272 b,199.1962036,49.8610591,0.8,4985.0,0.828
HD 73526,HD 73526 b,129.318331,-41.3184231,1.53,5601.0,1.14
HD 95127,HD 95127 b,164.8961152,43.8144094,41.01,4218.0,3.7
Kepler-1915,Kepler-1915 b,301.2786852,44.2505116,1.057,6020.0,1.03
Kepler-1198,Kepler-1198 b,288.8339659,44.838198,0.9,5517.0,0.93
Kepler-1576,Kepler-1576 b,289.0739641,40.3660239,1.06,5876.0,1.05
Kepler-255,Kepler-255 b,296.0642702,45.9767647,0.933,5573.0,0.867
Kepler-1348,Kepler-1348 b,292.0874126,49.788709,1.04,5911.0,1.04
TOI-251,TOI-251 b,353.0620655,-37.2558629,0.881,5875.0,1.036
Kepler-310,Kepler-310 b,288.839278,46.9867472,0.876,5797.0,0.854
KELT-19 A,KELT-19 A b,111.5095293,7.6157759,1.83,7500.0,1.62
Kepler-337,Kepler-337 b,290.0605123,47.1639533,1.761,5684.0,1.081
Kepler-709,Kepler-709 b,292.105272,42.3803077,0.77,5071.0,0.8
K2-21,K2-21 b,340.3037846,-14.4893256,0.646783,4222.06,0.676023
Kepler-1638,Kepler-1638 b,295.4823299,48.5244695,0.95,5710.0,0.97
PSR J2322-2650,PSR J2322-2650 b,350.6443481,-26.8495331,,,1.4
Kepler-114,Kepler-114 d,294.121482,48.3497977,0.54,4660.0,0.56
Kepler-1546,Kepler-1546 b,297.5839183,41.5411993,0.93,5623.0,0.95
Kepler-974,KOI-1843.03,285.0131082,40.2209547,0.45,3584.0,0.46
EPIC 220674823,EPIC 220674823 b,13.0800239,10.7947051,0.99,5578.0,0.913
Kepler-348,Kepler-348 c,297.2550814,40.5483883,1.359,6177.0,1.189
Kepler-925,Kepler-925 b,290.1065581,40.4906242,0.72,4673.0,0.77
Kepler-1380,Kepler-1380 b,288.1160421,42.4403832,0.94,5570.0,0.96
Kepler-311,Kepler-311 b,282.0612731,47.0854984,1.188,5905.0,0.994
Kepler-10,Kepler-10 d,285.679298,50.2414842,1.065,5708.0,0.91
TOI-6008,TOI-6008 b,310.4487344,49.6468992,0.242,3075.0,0.23
Kepler-916,Kepler-916 b,290.9833818,45.9733334,0.81,5248.0,0.85
WASP-68,WASP-68 b,305.0957239,-19.3147271,1.79,5910.0,1.49
Kepler-740,Kepler-740 b,286.4822566,46.692456,0.87,5438.0,0.91
Kepler-1008,Kepler-1008 b,296.5476395,44.9418307,0.78,5066.0,0.81
Kepler-757,Kepler-757 b,296.6804876,41.3865279,1.13,6014.0,1.08
WASP-129,WASP-129 b,176.2990518,-42.0639575,0.9,5900.0,1.0
Kepler-954,Kepler-954 b,295.8594318,47.9396001,0.76,4990.0,0.82
Kepler-633,Kepler-633 b,295.2173259,40.5921599,1.15,5899.0,1.02
Kepler-508,Kepler-508 b,295.4042546,42.9812789,1.25,6025.0,1.16
Kepler-1264,Kepler-1264 b,289.8844102,45.2115075,0.98,5791.0,0.99
Kepler-1515,Kepler-1515 b,290.9739057,48.1782059,1.41,6511.0,1.3
Kepler-1188,Kepler-1188 b,283.1038438,43.1480487,1.06,5913.0,1.04
Kepler-1598,Kepler-1598 b,288.469107,46.7836464,1.09,5940.0,1.07
Kepler-1299,Kepler-1299 b,286.1501263,37.4113438,0.91,5609.0,0.94
Kepler-19,Kepler-19 c,290.4209694,37.8516556,0.859,5544.0,0.936
Kepler-363,Kepler-363 b,283.1920779,41.3054172,1.485,5593.0,1.226
K2-396,K2-396 b,74.6928607,17.2690562,0.92,5236.0,0.954
K2-347,K2-347 b,126.3726821,23.2974061,0.63,4599.0,0.66
Wolf 1069,Wolf 1069 b,306.5242477,58.5753044,0.1813,3158.0,0.167
Kepler-1592,Kepler-1592 b,293.850623,38.3977379,1.28,6213.0,1.18
Kepler-530,Kepler-530 b,283.3402948,48.549062,0.89,5697.0,0.97
Kepler-1514,Kepler-1514 c,292.6274943,37.8601653,1.289,6145.0,1.196
HIP 5763,HIP 5763 b,18.495343,16.4942738,0.750378,4352.0,0.72
Kepler-145,Kepler-145 c,291.3877397,44.5290465,1.85,6022.0,1.32
Kepler-936,Kepler-936 b,293.5777958,46.7362953,0.89,5482.0,0.92
Kepler-445,Kepler-445 b,298.7363395,46.4991236,0.21,3157.0,0.18
K2-192,K2-192 b,206.5823122,-11.5563527,0.81,5222.0,0.9
Kepler-407,Kepler-407 c,286.0363025,49.6145027,1.01,5476.0,1.0
Kepler-368,Kepler-368 c,291.880018,45.3878419,2.019,5502.0,1.165
TOI-2337,TOI-2337 b,290.6198948,60.8539035,3.22,4780.0,1.325
Kepler-1834,Kepler-1834 c,294.6646789,39.7838461,0.788,4821.0,0.765
HD 17674,HD 17674 b,42.7684964,30.2865981,1.18,5904.0,0.98
Kepler-616,Kepler-616 d,294.989137,46.8383058,0.977,6004.0,1.061
TOI-3896,TOI-3896 b,187.9302395,63.9085462,0.747752,5110.91,0.86
Kepler-1595,Kepler-1595 b,285.7227502,43.0094855,0.8,5203.0,0.84
Kepler-871,Kepler-871 b,294.5270634,43.3681317,1.14,5993.0,1.11
TOI-1036,TOI-1036 b,157.8671116,-42.2404483,1.17554,5664.68,1.03
Kepler-1478,Kepler-1478 b,293.1650085,41.746184,1.06,5904.0,1.04
Kepler-1966,Kepler-1966 b,292.4637788,41.2990438,0.84,5009.0,0.797
Kepler-1308,Kepler-1308 b,285.9287514,38.5207097,0.34,3468.0,0.35
Kepler-1172,Kepler-1172 b,290.4744875,37.7665499,0.89,5558.0,0.92
Kepler-1912,Kepler-1912 b,282.1178211,46.2239547,0.962,5734.0,0.977
TOI-1750,TOI-1750 b,240.3019781,68.9373001,0.768675,4683.75,0.767
Kepler-1964,Kepler-1964 b,297.0588033,49.4784362,0.698,4803.0,0.752
Kepler-143,Kepler-143 b,298.0676519,49.412541,1.359,5848.0,0.982
Kepler-735,Kepler-735 b,284.6888328,46.1721391,0.8,5107.0,0.85
Kepler-1067,Kepler-1067 c,285.3873706,45.0490265,0.934,5594.0,0.981
WASP-29,WASP-29 b,357.8791976,-39.9071215,0.79,4800.0,0.77
Kepler-1532,Kepler-1532 b,296.902784,41.1981424,0.88,5559.0,0.91
Kepler-215,Kepler-215 d,294.9735313,45.2136867,1.027,5739.0,0.788
CoRoT-21,CoRoT-21 b,101.0526207,-0.2991544,1.95,6200.0,1.29
Kepler-1586,Kepler-1586 b,298.2026236,44.9258585,1.75,6681.0,1.45
Kepler-639,Kepler-639 b,292.1868271,41.726944,1.29,5896.0,1.14
Kepler-1442,Kepler-1442 b,291.2556226,48.8469171,1.44,6394.0,1.34
Kepler-1972,Kepler-1972 b,288.3953074,39.8725067,1.384,5818.0,1.12
Kepler-637,Kepler-637 b,292.4172566,41.4168384,2.56,6096.0,1.64
K2-231,K2-231 b,289.0918242,-15.7712178,0.95,5695.0,1.01
Kepler-253,Kepler-253 b,291.8419337,44.858124,0.786,5208.0,0.86
Kepler-210,Kepler-210 c,292.5034196,43.0832188,0.65,4559.0,0.77
Kepler-722,Kepler-722 b,290.2632874,44.5564051,1.05,5863.0,1.03
HAT-P-64,HAT-P-64 b,68.9743955,2.4312732,1.735,6457.0,1.298
Kepler-1555,Kepler-1555 b,287.6354587,45.7160327,1.06,5866.0,1.04
TIC 257060897,TIC 257060897 b,227.5321527,72.7103128,1.863,5993.0,1.187
TOI-6393,TOI-6393 b,141.2436918,68.7883127,0.766023,5008.2,0.835
HD 39091,pi Men c,84.2992798,-80.4646041,1.17,5998.0,1.07
TOI-1775,TOI-1775 b,150.1151015,39.4577506,0.8288,5284.0,0.9218
HD 181720,HD 181720 b,290.7212224,-32.9208401,1.5,5736.0,1.03
Kepler-818,Kepler-818 b,296.2351072,39.3702865,0.92,5638.0,0.94
HD 96700,HD 96700 b,166.9742616,-30.1751383,1.16,5845.0,0.89
Kepler-401,Kepler-401 c,290.0827494,50.8634361,1.333,6117.0,1.173
Kepler-265,Kepler-265 c,290.5104788,41.244743,1.103,5835.0,0.97
Kepler-1168,Kepler-1168 b,287.2977834,47.455488,0.82,5157.0,0.87
Kepler-1960,Kepler-1960 b,294.6969361,46.7202043,1.072,6371.0,1.117
Kepler-1564,Kepler-1564 b,290.5861316,46.6427486,0.9,5528.0,0.93
Kepler-1666,Kepler-1666 b,297.9516071,46.2647024,1.14586,6293.0,1.23
Kepler-532,Kepler-532 b,298.6609094,48.6063022,0.79,5192.0,0.87
Kepler-713,Kepler-713 b,295.6513819,43.0297781,0.99,5785.0,0.98
HD 180053,HD 180053 b,288.4008374,34.9146658,4.06,5131.0,1.75
HD 181342,HD 181342 b,290.2674078,-23.6196996,4.71,4945.0,1.69
Kepler-668,Kepler-668 b,285.4992845,49.2772713,0.82,5352.0,0.87
TOI-7008,TOI-7008 b,216.9882531,79.450396,0.95255,5116.06,0.88
K2-148,K2-148 b,14.5176494,-0.193258,0.632,4079.0,0.65
Kepler-189,Kepler-189 c,287.5646296,44.3050662,0.75,5235.0,0.803
Kepler-223,Kepler-223 c,298.3183909,47.2794824,1.72,5803.0,1.125
Kepler-271,Kepler-271 d,283.0029316,44.284108,0.87,5555.0,0.9
Kepler-342,Kepler-342 c,292.6780488,46.7266813,1.472,6175.0,1.213
HD 168443,HD 168443 c,275.0159879,-9.5966905,1.711479,5491.0,0.98
K2-71,K2-71 b,341.7248656,-9.8816109,0.426,4006.0,0.477
Kepler-394,Kepler-394 c,296.3019792,50.6723115,1.132,6402.0,0.87
EPIC 212587672,EPIC 212587672 c,205.4445125,-10.8625468,0.98,6004.0,0.99
Kepler-1600,Kepler-1600 c,291.3993802,38.7877563,0.834,5119.0,0.818
Kepler-1344,Kepler-1344 b,287.0862799,46.9457998,1.13,5981.0,1.09
GJ 887,GJ 887 b,346.5027573,-35.8473489,0.468,3688.0,0.495
TOI-5882,TOI-5882 b,311.8886385,34.7374918,2.26,5920.0,1.334
Kepler-917,Kepler-917 b,299.0512562,47.9492677,0.76,5418.0,0.8
HIP 109600,HIP 109600 b,333.027079,29.0662082,0.971958,5530.0,0.87
Kepler-1454,Kepler-1454 b,284.2233265,48.8317229,0.86,5448.0,0.9
HD 17092,HD 17092 b,41.5924261,49.6530375,13.58,4326.0,6.73
HD 113538,HD 113538 b,196.233933,-52.4463502,0.53,4462.0,0.585
Kepler-1798,Kepler-1798 b,291.7262251,37.528968,0.587,3967.0,0.593
Kepler-500,Kepler-500 b,295.9513472,43.8519884,1.03,5813.0,1.02
HD 126614,HD 126614 b,216.7005171,-5.1784093,1.369794,5568.0,0.96
NGTS-16,NGTS-16 b,58.2639299,-30.8046405,1.213,5550.0,1.002
Kepler-869,Kepler-869 b,289.4245955,50.9941198,0.95,5664.0,0.97
Kepler-331,Kepler-331 c,291.8343455,39.3073462,0.492,4347.0,0.653
Kepler-970,Kepler-970 b,289.6252192,40.7087351,0.71,4290.0,0.67
HAT-P-70,HAT-P-70 b,74.5523332,9.9979794,1.858,8450.0,1.89
Kepler-1306,Kepler-1306 b,294.4783627,46.9458638,0.97,5727.0,0.98
Kepler-1250,Kepler-1250 b,287.7938184,45.9802492,0.98,5717.0,0.99
HD 98649,HD 98649 b,170.2147665,-23.2181063,1.01,5759.0,0.97
HD 28471,HD 28471 d,66.2875166,-64.0786861,1.08,5766.0,0.98
K2-257,K2-257 b,188.278284,-1.9532879,0.5,3725.0,0.52
K2-185,K2-185 b,130.2596625,14.6902225,0.94,5788.0,0.96
HD 23079,HD 23079 c,54.9281897,-52.9162344,1.08,5994.0,1.16
Kepler-1617,Kepler-1617 b,287.9371747,46.4184781,1.22,6167.0,1.15
Kepler-168,Kepler-168 b,294.7101832,39.8250437,1.107,6282.0,1.113
K2-339,K2-339 b,130.082542,18.6929046,0.72,4857.0,0.74
HATS-2,HATS-2 b,176.7388264,-22.5630097,0.876,5227.0,0.904
Kepler-256,Kepler-256 b,292.58042,46.0973588,1.301,5551.0,1.037
HD 113996,HD 113996 b,196.794874,27.6244384,25.11,4181.0,1.49
Kepler-85,Kepler-85 c,290.9734395,45.2902761,0.875,5505.2,0.928
HD 80913,HD 80913 b,138.1021548,-81.768451,1.6542,6013.24,1.11
TOI-1298,TOI-1298 b,241.3229012,70.1900397,1.4536,5752.0,1.2187
HD 63433,HD 63433 d,117.4793699,27.3631342,0.912,5688.0,0.99
HR 810,HR 810 b,40.6417178,-50.7993484,1.13,6167.0,1.34
HD 94890,HD 94890 b,164.1797804,-37.1383035,10.71,4867.0,1.74
Kepler-662,Kepler-662 b,290.4650801,47.9291252,0.74,4897.0,0.79
HD 18143,HD 18143 b,43.9140248,26.8723829,0.87,5078.0,0.85
Kepler-231,Kepler-231 c,293.9733913,50.531846,0.49,3767.0,0.58
Kepler-214,Kepler-214 b,284.7548499,44.95605,1.352,6169.0,1.11
HD 219139,HD 219139 b,348.3604055,11.0649832,11.22,4831.0,1.46
Kepler-11,Kepler-11 g,297.1150949,41.9091092,1.065,5663.0,0.961
Kepler-702,Kepler-702 b,293.8781041,41.6617245,0.86,5419.0,0.9
K2-337,K2-337 b,127.761137,16.9004702,1.32,5869.0,0.94
Kepler-138,Kepler-138 c,290.3814122,43.2930645,0.535,3841.0,0.535
DE CVn,DE CVn b,201.7207198,45.5455449,0.424754,3579.0,0.51
TOI-4578,TOI-4578 b,184.2109675,75.1402358,0.878735,5951.32,1.077
TOI-1472,TOI-1472 c,14.1142611,48.6375168,0.84,5100.0,0.87
TIC 88785435,TIC 88785435 b,224.2838576,-30.8800273,0.911,3998.0,0.724
Kepler-1898,Kepler-1898 b,287.2058009,38.4981903,1.125,5702.0,0.837
Kepler-319,Kepler-319 b,288.8119782,39.7706431,0.903,5526.0,0.933
HAT-P-60,HAT-P-60 b,28.2825719,52.0539209,2.197,6212.0,1.435
Kepler-256,Kepler-256 e,292.58042,46.0973588,1.301,5551.0,1.037
Kepler-1885,Kepler-1885 b,288.7507112,47.4909206,0.86,5591.0,0.977
DMPP-1,DMPP-1 d,86.7761233,-10.6303217,1.26,6196.0,1.21
Kepler-756,Kepler-756 b,290.6079736,41.201094,0.79,5282.0,0.82
Kepler-606,Kepler-606 b,292.42737,44.3812406,1.22,6161.0,1.13
K2-388,K2-388 b,352.7139342,-11.0773564,0.91,5310.0,0.93
Kepler-1023,Kepler-1023 b,289.0297232,49.7697034,0.89,5494.0,0.93
Kepler-1037,Kepler-1037 b,296.3410342,47.1709335,0.78,5105.0,0.82
Kepler-621,Kepler-621 b,290.927245,39.9141166,0.68,4521.0,0.72
Kepler-243,Kepler-243 b,285.1104819,42.0339619,0.842,5228.0,0.904
Kepler-1379,Kepler-1379 b,293.6704404,41.4102105,0.79,5188.0,0.83
AB Pic,AB Pic b,94.8039208,-58.0541184,0.999394,5285.0,0.9
Kepler-304,Kepler-304 b,294.4418031,40.5575408,0.687,4731.0,0.737
Kepler-643,Kepler-643 b,290.3272423,42.8982283,2.52,4908.0,1.0
HD 159243,HD 159243 c,263.3395365,5.7008254,1.12,6123.0,1.125
Kepler-331,Kepler-331 d,291.8343455,39.3073462,0.492,4347.0,0.653
Kepler-1310,Kepler-1310 b,283.9200236,40.7400419,0.88,5549.0,0.91
Kepler-1245,Kepler-1245 c,290.7443078,43.260753,0.83,5306.0,0.86
Kepler-1482,Kepler-1482 b,285.3138209,48.72527,0.84,5381.0,0.88
Kepler-371,Kepler-371 b,292.3264835,38.6575441,0.992,5666.0,0.876
TOI-238,TOI-238 b,349.2310814,-18.6066463,0.756,5059.0,0.781
Kepler-698,Kepler-698 b,288.5099994,41.3017465,0.91,5612.0,0.94
TOI-1117,TOI-1117 d,273.6020606,-66.4199742,1.05,5635.0,0.97
K2-183,K2-183 b,125.007177,14.0194586,0.87,5482.0,0.942219
Kepler-417,Kepler-417 c,293.8241813,42.779648,0.806,5177.0,0.9
RR Cae,RR Cae b,65.2733756,-48.6542601,0.193119,3904.0,0.44
HD 5319,HD 5319 c,13.7558096,0.7893425,4.06,4871.0,1.27
K2-384,K2-384 e,20.4998403,0.7509701,0.348,3623.0,0.33
Kepler-1610,Kepler-1610 b,295.9049795,45.4054296,0.87,5383.0,0.91
HIP 70849,HIP 70849 b,217.3270762,-46.464684,0.633112,4105.0,0.65
TOI-5789,TOI-5789 c,302.7734475,16.1897138,0.833,5185.0,0.821
Kepler-416,Kepler-416 b,291.5569554,39.2272923,1.075,5718.0,1.0
K2-72,K2-72 e,334.6227504,-9.6120084,0.330989,3360.47,0.271365
Kepler-1625,Kepler-1625 b,295.429322,39.8865068,0.94,5677.0,0.96
HATS-14,HATS-14 b,313.2154754,-25.6873756,0.933,5346.0,0.967
Kepler-315,Kepler-315 b,298.0230967,43.3634761,1.037,5796.0,0.831
Kepler-792,Kepler-792 b,292.0068239,38.8207001,1.12,5971.0,1.09
OGLE-TR-211,OGLE-TR-211 b,160.0598236,-62.4555353,1.64,6325.0,1.33
Kepler-475,Kepler-475 b,287.051694,40.2114232,0.79,5009.0,0.86
Kepler-482,Kepler-482 b,296.8229326,48.1077628,0.72,4871.0,0.75
Kepler-1449,Kepler-1449 b,288.2317293,50.5678345,1.1,5979.0,1.08
HIP 63242,HIP 63242 b,194.3824825,-65.6463263,10.275655,4830.0,1.54
EPIC 212297394,EPIC 212297394 b,207.2061241,-17.6098985,0.8,5171.0,0.83
HD 45652,HD 45652 b,97.3058709,10.9336212,0.94,5294.0,0.92
Kepler-1646,Kepler-1646 b,287.5264859,42.9129356,0.26,3299.0,0.24
HD 102843,HD 102843 b,177.5854673,-1.2522989,0.961488,5436.0,0.95
HD 192699,HD 192699 b,304.0248392,4.5805708,4.41,5041.0,1.38
TIC 65612701,TIC 65612701 b,310.4738195,36.3388288,1.73709,5692.29,1.06
TOI-4747,TOI-4747 b,86.427665,-45.0292291,0.988751,5595.08,1.01
K2-201,K2-201 b,293.5607117,-23.1312775,0.878161,5507.0,0.956055
2MASS J22362452+4751425,2MASS J22362452+4751425 b,339.1025931,47.861683,0.641152,4045.0,0.6
USco1621 A,USco1621 b,245.3730855,-25.4954265,0.710071,3460.0,0.36
GJ 876,GJ 876 d,343.3239737,-14.2665958,0.3,3293.74,0.32
Kepler-1130,Kepler-1130 c,285.207421,45.384333,0.842,5450.0,0.944
K2-24,K2-24 b,242.5734559,-24.9906029,1.16,5625.0,1.07
Kepler-106,Kepler-106 b,300.864006,44.3375497,1.04,5858.0,1.0
TOI-469,TOI-469.01,93.0578446,-14.6493167,0.98,5289.0,0.901
Kepler-1705,Kepler-1705 c,301.5785316,44.3121639,1.259,6312.0,1.139
Kepler-1580,Kepler-1580 b,285.9687099,41.3635264,2.15,6228.0,1.47
Kepler-1365,Kepler-1365 b,292.1996573,42.0459944,1.05,5770.0,1.0
Kepler-1521,Kepler-1521 b,292.6903779,37.8350549,0.76,5042.0,0.81
HD 360,HD 360 b,2.072903,-8.8242618,10.86,4770.0,1.69
Kepler-419,Kepler-419 c,295.4179125,51.1847629,1.74,6430.0,1.39
Kepler-1505,Kepler-1505 b,292.0020614,41.7869639,0.86,5686.0,0.93
Kepler-367,Kepler-367 b,297.292558,49.9817499,0.695,4710.0,0.768
Kepler-1077,Kepler-1077 b,291.0336333,42.2678448,1.02,5816.0,1.02
TOI-519,TOI-519 b,124.6067582,-19.6627918,0.35,3322.0,0.335
HD 74698,HD 74698 b,130.0744755,-71.8768726,1.333,5783.0,1.039
HD 163607,HD 163607 c,268.4181383,56.3924701,1.76,5522.0,1.12
Kepler-106,Kepler-106 c,300.864006,44.3375497,1.04,5858.0,1.0
Kepler-890,Kepler-890 b,288.435718,43.7634712,1.13,5954.0,1.09
TOI-6330,TOI-6330 b,22.1679816,53.6860778,0.49,3539.0,0.531
Kepler-952,Kepler-952 b,285.3718781,41.9938697,0.99,5730.0,1.0
Kepler-268,Kepler-268 b,291.9761559,38.0550327,1.274,6081.0,1.109
Kepler-414,Kepler-414 c,297.9615616,48.2443363,0.946,5536.0,0.89
HD 60292,HD 60292 b,114.6201698,66.2350517,27.0,4348.0,1.7
Kepler-466,Kepler-466 c,295.6486585,48.4955191,1.05,5927.0,1.04
